t_recv_ns,t_s,t_stamp_ns,frame_id,error_code,startup_timestamp,error_message,node_name,node_status
3518754729824,0,1788965057667177509,,0,1.7889651e+18,,motion,running
3519754694848,0.99996502,1788965058667178502,,0,1.7889651e+18,,motion,running
3520754668352,1.9999385,1788965059667178076,,0,1.7889651e+18,,motion,running
3521754432864,2.999703,1788965060667178486,,0,1.7889651e+18,,motion,running
3522754543360,3.9998135,1788965061667177987,,0,1.7889651e+18,,motion,running
3523754461152,4.9997313,1788965062667178810,,0,1.7889651e+18,,motion,running
3524754453632,5.9997238,1788965063667178977,,0,1.7889651e+18,,motion,running
3525754450432,6.9997206,1788965064667173108,,0,1.7889651e+18,,motion,running
3526754365312,7.9996355,1788965065667178713,,0,1.7889651e+18,,motion,running
3527754372416,8.9996426,1788965066667179997,,0,1.7889651e+18,,motion,running
3528754093536,9.9993637,1788965067667178141,,0,1.7889651e+18,,motion,running
3529754070912,10.999341,1788965068667179164,,0,1.7889651e+18,,motion,running
3530754085312,11.999355,1788965069667179178,,0,1.7889651e+18,,motion,running
3531754129280,12.999399,1788965070667178299,,0,1.7889651e+18,,motion,running
3532754062080,13.999332,1788965071667178086,,0,1.7889651e+18,,motion,running
3533753944000,14.999214,1788965072667177362,,0,1.7889651e+18,,motion,running
3534753985664,15.999256,1788965073667177365,,0,1.7889651e+18,,motion,running
3535753879712,16.99915,1788965074667287388,,0,1.7889651e+18,,motion,running
3536753876096,17.999146,1788965075667177770,,0,1.7889651e+18,,motion,running
3537753806144,18.999076,1788965076667178519,,0,1.7889651e+18,,motion,running
3538753784640,19.999055,1788965077667178075,,0,1.7889651e+18,,motion,running
3539753647936,20.998918,1788965078667177282,,0,1.7889651e+18,,motion,running
3540753691488,21.998962,1788965079667176645,,0,1.7889651e+18,,motion,running
3541753653856,22.998924,1788965080667177770,,0,1.7889651e+18,,motion,running
3542753624160,23.998894,1788965081667186316,,0,1.7889651e+18,,motion,running
3543753559232,24.998829,1788965082667178188,,0,1.7889651e+18,,motion,running
3544753510848,25.998781,1788965083667177860,,0,1.7889651e+18,,motion,running
3545753470912,26.998741,1788965084667178404,,0,1.7889651e+18,,motion,running
3546753398304,27.998668,1788965085667177986,,0,1.7889651e+18,,motion,running
3547753198592,28.998469,1788965086667177485,,0,1.7889651e+18,,motion,running
3548753325312,29.998595,1788965087667172939,,0,1.7889651e+18,,motion,running
3549753255104,30.998525,1788965088667177113,,0,1.7889651e+18,,motion,running
3550753198624,31.998469,1788965089667177950,,0,1.7889651e+18,,motion,running
3551753135392,32.998406,1788965090667178311,,0,1.7889651e+18,,motion,running
