t_recv_ns,t_s,t_stamp_ns,frame_id,position_0,position_1,position_2,position_3,position_4,position_5,position_6,position_7,position_8,position_9,position_10,position_11,position_12,position_13,position_14,position_15,position_16,position_17,position_18,position_19,position_20,position_21,position_22,position_23,torque_0,torque_1,torque_2,torque_3,torque_4,torque_5,torque_6,torque_7,torque_8,torque_9,torque_10,torque_11,torque_12,torque_13,torque_14,torque_15,torque_16,torque_17,torque_18,torque_19,torque_20,torque_21,torque_22,torque_23,velocity_0,velocity_1,velocity_2,velocity_3,velocity_4,velocity_5,velocity_6,velocity_7,velocity_8,velocity_9,velocity_10,velocity_11,velocity_12,velocity_13,velocity_14,velocity_15,velocity_16,velocity_17,velocity_18,velocity_19,velocity_20,velocity_21,velocity_22,velocity_23
3517898519008,0,0,,-0.10128212,-0.25616074,0.23594284,0.029182434,-0.16562012,0.068989852,0.041390419,-0.25844955,0.78984547,-0.27752304,0.20554385,0.28204047,0.0207901,-0.086022377,1.9781418,-1.9689865,-0.44155788,-1.4524679,0.36793327,-0.25577927,-0.16002941,-0.37937737,-1.744297,0.061989784,-0.0045776367,-0.0045776367,0.01373291,0.0045776367,-0.00026732742,0.0070288607,0.0045776367,-0.0045776367,0.01373291,0.0045776367,0.00045901138,0.0068626046,-0.01373291,0.57220459,-2.6962585,0.76446533,0.73699951,0.068664551,0.0045776367,0.0045776367,0.0045776367,0.0045776367,0.0045776367,-0.0045776367,-0.00068664551,-0.00068664551,-0.0020599365,-0.00068664551,0.0035783988,0.0019248438,0.00068664551,0.00068664551,0.00068664551,-0.00068664551,1.8680173e-08,0.00091603978,-0.0048065186,-1.2600136,-2.1581612,-4.127491,1.4261856,6.6488914,-0.00068664551,0.00068664551,0.0020599365,0.00068664551,0.00068664551,-0.0020599365
3517898901216,0.000382208,0,,-0.10128212,-0.25616074,0.23594284,0.029182434,-0.16562012,0.068989852,0.041390419,-0.25844955,0.78984547,-0.27752304,0.20554385,0.28204047,0.0207901,-0.088311195,1.9739456,-1.9769974,-0.43850613,-1.4394979,0.36793327,-0.25577927,-0.16002941,-0.37937737,-1.744297,0.061989784,-0.0045776367,-0.0045776367,0.022888184,0.0045776367,-0.00026732742,0.0070288607,-0.04119873,-0.0045776367,0.01373291,0.01373291,0.00045901138,0.0068626046,-0.01373291,0.80108643,-2.009613,0.73699951,0.71868896,0.8102417,0.0045776367,0.0045776367,0.0045776367,0.0045776367,0.0045776367,-0.0045776367,0.00068664551,0.00068664551,-0.00068664551,-0.00068664551,0.0020422908,0.00097204767,0.00068664551,-0.0020599365,-0.00068664551,0.0020599365,-0.00044041934,0.005525704,0.00068664551,-1.2009621,-2.2831306,-4.2002754,1.4481583,6.7381554,0.0020599365,-0.0020599365,-0.00068664551,-0.0034332275,0.0034332275,-0.0020599365
3517900866528,0.00234752,0,,-0.10128212,-0.25616074,0.23594284,0.029182434,-0.16562012,0.068989852,0.041390419,-0.25844955,0.78984547,-0.27752304,0.20554385,0.28204047,0.0207901,-0.090600014,1.969368,-1.9853897,-0.43545437,-1.4261465,0.36793327,-0.25577927,-0.16002941,-0.37937737,-1.744297,0.061989784,-0.0045776367,-0.0045776367,-0.0045776367,0.0045776367,-0.00026732742,0.0070288607,0.0045776367,-0.0045776367,0.01373291,-0.0045776367,-0.01427008,2.9099999e-07,0.0045776367,0.8102417,-2.5039978,0.70953369,0.60882568,0.6362915,-0.0045776367,0.0045776367,0.0045776367,0.0045776367,0.0045776367,-0.0045776367,-0.00068664551,-0.00068664551,-0.0034332275,0.0034332275,-0.0015185484,-5.7754683e-05,-0.0034332275,-0.0048065186,0.00068664551,-0.00068664551,-0.00044056878,-0.0018026142,0.00068664551,-1.1844826,-2.2474251,-4.1206207,1.4412918,6.7463951,0.00068664551,-0.00068664551,0.00068664551,0.0075531006,0.0075531006,0.0020599365
3517902872128,0.00435312,0,,-0.10128212,-0.25616074,0.23594284,0.029182434,-0.16562012,0.068989852,0.041390419,-0.25844955,0.78984547,-0.27752304,0.20554385,0.28204047,0.0207901,-0.092888832,1.9647894,-1.993782,-0.43278408,-1.4127951,0.36793327,-0.25577927,-0.16002941,-0.37937737,-1.744297,0.061989784,0.0045776367,-0.0045776367,0.01373291,-0.0045776367,-0.012428556,0.00024383261,-0.022888184,0.032043457,0.01373291,0.022888184,0.028081149,-0.0068631866,-0.022888184,0.60882568,-2.5497742,0.76446533,0.61798096,0.59967041,0.0045776367,-0.0045776367,-0.0045776367,0.0045776367,0.0045776367,-0.0045776367,-0.00068664551,0.00068664551,0.00068664551,-0.00068664551,-0.00054130198,-0.0018093344,-0.0020599365,-0.00068664551,-0.00068664551,-0.00068664551,-0.00088111889,-0.0026891887,-0.00068664551,-1.091095,-2.2735176,-4.137104,1.456398,6.7766075,-0.0020599365,0.00068664551,0.00068664551,0.0020599365,0.00068664551,-0.0048065186
3517904879872,0.006360864,0,,-0.10128212,-0.25616074,0.23594284,0.029182434,-0.16562012,0.068989852,0.041390419,-0.25844955,0.78984547,-0.27752304,0.20554385,0.28204047,0.0207901,-0.095178604,1.9602118,-2.0021744,-0.42973232,-1.3986797,0.36793327,-0.25577927,-0.16002941,-0.37937737,-1.744297,0.061989784,-0.0045776367,-0.0045776367,-0.0045776367,0.0045776367,-0.00026732742,0.0070288607,-0.0045776367,-0.0045776367,-0.0045776367,0.01373291,0.00045901138,0.0068626046,-0.01373291,0.6729126,-2.6321716,0.64544678,0.59051514,0.52642822,0.0045776367,0.0045776367,0.0045776367,0.0045776367,0.0045776367,-0.0045776367,-0.0020599365,0.0034332275,0.0034332275,0.00068664551,0.0014834293,-0.0017323282,-0.00068664551,-0.00068664551,0.0048065186,-0.00068664551,0.0013216316,0.0017436836,-0.0048065186,-1.0485229,-2.3174629,-4.1082611,1.4536514,6.7724876,0.0048065186,0.0034332275,0.0020599365,0.0020599365,-0.00068664551,0.0048065186
3517906925312,0.008406304,0,,-0.10128212,-0.25616074,0.23594284,0.029182434,-0.16562012,0.068989852,0.041390419,-0.25844955,0.78984547,-0.27752304,0.20554385,0.28204047,0.0207901,-0.097085953,1.9556341,-2.0101852,-0.42706203,-1.3853283,0.36793327,-0.25577927,-0.16002941,-0.37937737,-1.744297,0.061989784,-0.0045776367,-0.0045776367,-0.0045776367,-0.01373291,-0.00026732742,0.0070288607,-0.0045776367,0.01373291,-0.0045776367,-0.0045776367,0.00045901138,0.0068626046,-0.01373291,0.58135986,-2.6321716,0.62713623,0.83770752,0.66375732,-0.0045776367,0.0045776367,0.0045776367,0.0045776367,0.0045776367,-0.0045776367,-0.0020599365,-0.00068664551,-0.00068664551,0.00068664551,1.7559584e-05,0.00089504142,0.0020599365,-0.0020599365,-0.0034332275,0.0020599365,-0.00088111889,-0.0026891887,-0.0020599365,-1.0059509,-2.3215828,-4.0588226,1.4206924,6.8054466,0.00068664551,0.0048065186,0.00068664551,0.00068664551,0.00068664551,0.00068664551
3517908871840,0.010352832,0,,-0.10128212,-0.25616074,0.23594284,0.029182434,-0.16562012,0.068989852,0.041390419,-0.25844955,0.78984547,-0.27752304,0.20554385,0.28204047,0.0207901,-0.098993301,1.950675,-2.0181961,-0.42401028,-1.3715954,0.36793327,-0.25577927,-0.16002941,-0.37937737,-1.744297,0.061989784,-0.0045776367,-0.0045776367,0.01373291,0.0045776367,-0.00026732742,0.0070288607,0.0045776367,-0.0045776367,0.022888184,0.0045776367,-0.01427008,2.9099999e-07,-0.01373291,0.64544678,-2.2659607,0.55389404,0.59967041,0.51727295,-0.0045776367,0.0045776367,0.0045776367,0.0045776367,0.0045776367,-0.0045776367,0.00068664551,0.00068664551,-0.0034332275,-0.0020599365,-0.0030195373,0.00077953206,0.00068664551,0.00068664551,-0.0020599365,-0.0020599365,-0.0013216316,-0.0017436836,0.00068664551,-0.95925903,-2.3820114,-4.0217438,1.4316788,6.8466454,0.0020599365,-0.00068664551,0.00068664551,-0.0048065186,0.0020599365,-0.00068664551
3517910861536,0.012342528,0,,-0.10128212,-0.25616074,0.23594284,0.029182434,-0.16562012,0.068989852,0.041390419,-0.25844955,0.78984547,-0.27752304,0.20554385,0.28204047,0.0207901,-0.10090065,1.9460974,-2.026207,-0.42133999,-1.3578625,0.36793327,-0.25577927,-0.16002941,-0.37937737,-1.744297,0.061989784,-0.0045776367,-0.0045776367,0.022888184,0.0045776367,-0.00026732742,0.0070288607,0.0045776367,-0.0045776367,0.0045776367,-0.0045776367,0.00045901138,0.0068626046,-0.01373291,0.65460205,-2.7328796,0.68206787,0.58135986,0.74615479,0.0045776367,0.0045776367,-0.0045776367,0.0045776367,-0.0045776367,-0.0045776367,-0.00068664551,-0.00068664551,-0.00068664551,-0.00068664551,0.0014131909,-0.0053124939,0.00068664551,0.00068664551,0.0048065186,-0.00068664551,-0.00088100681,0.00280705,0.0048065186,-0.89746094,-2.3655281,-4.0011444,1.4618912,6.8425255,-0.00068664551,-0.0020599365,0.0034332275,-0.00068664551,0.0020599365,-0.00068664551
3517912886592,0.014367584,0,,-0.10128212,-0.25616074,0.23594284,0.029182434,-0.16562012,0.068989852,0.041390419,-0.25844955,0.78984547,-0.27752304,0.20554385,0.28204047,0.0207901,-0.102808,1.9411383,-2.0342188,-0.41828823,-1.344511,0.36793327,-0.25577927,-0.16002941,-0.37937737,-1.744297,0.061989784,-0.0045776367,-0.0045776367,0.01373291,0.0045776367,-0.00026732742,0.0070288607,0.0045776367,0.022888184,0.01373291,-0.0045776367,0.00045901138,0.0068626046,-0.022888184,0.70953369,-2.5680847,0.56304932,0.66375732,0.58135986,0.0045776367,0.0045776367,0.0045776367,0.0045776367,0.0045776367,-0.0045776367,-0.00068664551,-0.0048065186,0.00068664551,-0.00068664551,-0.0010299252,-0.00093354455,0.00068664551,-0.0020599365,0.0048065186,-0.0020599365,1.8680173e-08,0.00091603978,-0.0048065186,-0.8878479,-2.4204636,-3.9764252,1.4261856,6.8933411,0.0034332275,0.00068664551,0.00068664551,-0.0020599365,0.00068664551,0.0020599365
3517915045728,0.01652672,0,,-0.10128212,-0.25616074,0.23594284,0.029182434,-0.16562012,0.068989852,0.041390419,-0.25844955,0.78984547,-0.27752304,0.20554385,0.28204047,0.0207901,-0.10585976,1.9312201,-2.049859,-0.41256618,-1.3170443,0.36793327,-0.25577927,-0.16002941,-0.37937737,-1.744297,0.061989784,-0.0045776367,-0.0045776367,-0.0045776367,0.0045776367,0.012428556,-0.00024383261,-0.01373291,-0.0045776367,0.022888184,-0.0045776367,0.00045901138,0.0068626046,0.0045776367,0.52642822,-2.4948425,0.55389404,0.73699951,0.6729126,0.0045776367,0.0045776367,0.0045776367,0.0045776367,0.0045776367,-0.0045776367,0.00068664551,0.00068664551,0.0020599365,0.0020599365,-0.0014834293,0.0017323282,0.00068664551,-0.0020599365,-0.00068664551,0.0020599365,1.8680173e-08,0.00091603978,-0.0020599365,-0.7944603,-2.4808884,-3.9462128,1.3959732,6.9084473,0.00068664551,0.0048065186,-0.00068664551,0.0020599365,-0.0020599365,-0.00068664551
