t_recv_ns,t_s,t_stamp_ns,current_motion_task
3549153127680,31.19855,0,joint_bridge
3549353131200,31.398554,0,joint_bridge
3549553056704,31.598479,0,joint_bridge
3549753048448,31.798471,0,joint_bridge
3549953148768,31.998572,0,joint_bridge
3550153042368,32.198465,0,joint_bridge
3550353031584,32.398454,0,joint_bridge
3550553031744,32.598454,0,joint_bridge
3550753001984,32.798425,0,joint_bridge
3550952993440,32.998416,0,joint_bridge
3551153024480,33.198447,0,joint_bridge
3551352973952,33.398397,0,joint_bridge
3551552972480,33.598395,0,joint_bridge
3551752969184,33.798392,0,joint_bridge
3551952931136,33.998354,0,joint_bridge
