t_recv_ns,t_s,t_stamp_ns,frame_id,error_code,startup_timestamp,error_message,node_name,node_status
21449260350528,0,1786372906776699146,,0,1.7863729e+18,,motion,running
21450260171392,0.99982086,1786372907776577265,,0,1.7863729e+18,,motion,running
21451260250656,1.9999001,1786372908776579984,,0,1.7863729e+18,,motion,running
21452260190944,2.9998404,1786372909776570026,,0,1.7863729e+18,,motion,running
21453260141984,3.9997915,1786372910776586587,,0,1.7863729e+18,,motion,running
21454260040352,4.9996898,1786372911776602216,,0,1.7863729e+18,,motion,running
21455260015616,5.9996651,1786372912776598005,,0,1.7863729e+18,,motion,running
21456260001280,6.9996508,1786372913776591825,,0,1.7863729e+18,,motion,running
21457259941280,7.9995908,1786372914776570835,,0,1.7863729e+18,,motion,running
21458259910784,8.9995603,1786372915776579331,,0,1.7863729e+18,,motion,running
21459259847328,9.9994968,1786372916776568429,,0,1.7863729e+18,,motion,running
21460259833312,10.999483,1786372917776578172,,0,1.7863729e+18,,motion,running
21461259755776,11.999405,1786372918776600937,,0,1.7863729e+18,,motion,running
21462259543136,12.999193,1786372919776596696,,0,1.7863729e+18,,motion,running
21463259684960,13.999334,1786372920776597323,,0,1.7863729e+18,,motion,running
21464259609696,14.999259,1786372921776570026,,0,1.7863729e+18,,motion,running
21465259578496,15.999228,1786372922776578604,,0,1.7863729e+18,,motion,running
21466259528032,16.999178,1786372923776569469,,0,1.7863729e+18,,motion,running
21467259357024,17.999006,1786372924776580662,,0,1.7863729e+18,,motion,running
21468259449952,18.999099,1786372925776616839,,0,1.7863729e+18,,motion,running
21469259379328,19.999029,1786372926776606019,,0,1.7863729e+18,,motion,running
21470259372288,20.999022,1786372927776587505,,0,1.7863729e+18,,motion,running
21471259312224,21.998962,1786372928776570045,,0,1.7863729e+18,,motion,running
21472259241760,22.998891,1786372929776580086,,0,1.7863729e+18,,motion,running
21473259240864,23.99889,1786372930776570496,,0,1.7863729e+18,,motion,running
21474259179328,24.998829,1786372931776580387,,0,1.7863729e+18,,motion,running
21475258963200,25.998613,1786372932776601191,,0,1.7863729e+18,,motion,running
21476258925856,26.998575,1786372933776597082,,0,1.7863729e+18,,motion,running
21477259033152,27.998683,1786372934776591029,,0,1.7863729e+18,,motion,running
21478258973312,28.998623,1786372935776579521,,0,1.7863729e+18,,motion,running
21479258926944,29.998576,1786372936776578791,,0,1.7863729e+18,,motion,running
21480258918912,30.998568,1786372937776568210,,0,1.7863729e+18,,motion,running
21481258825184,31.998475,1786372938776579263,,0,1.7863729e+18,,motion,running
21482258740288,32.99839,1786372939776601339,,0,1.7863729e+18,,motion,running
21483258592288,33.998242,1786372940776599387,,0,1.7863729e+18,,motion,running
21484258562688,34.998212,1786372941776591651,,0,1.7863729e+18,,motion,running
21485258575328,35.998225,1786372942776577553,,0,1.7863729e+18,,motion,running
21486258635168,36.998285,1786372943776580010,,0,1.7863729e+18,,motion,running
21487258554432,37.998204,1786372944776570568,,0,1.7863729e+18,,motion,running
21488258536512,38.998186,1786372945776579084,,0,1.7863729e+18,,motion,running
21489258307200,39.997957,1786372946776599545,,0,1.7863729e+18,,motion,running
21490258427904,40.998077,1786372947776597547,,0,1.7863729e+18,,motion,running
21491258398880,41.998048,1786372948776591817,,0,1.7863729e+18,,motion,running
21492258356512,42.998006,1786372949776570830,,0,1.7863729e+18,,motion,running
21493258316960,43.997966,1786372950776580806,,0,1.786373e+18,,motion,running
21494258084640,44.997734,1786372951776568547,,0,1.786373e+18,,motion,running
21495258246176,45.997896,1786372952776580011,,0,1.786373e+18,,motion,running
21496258074752,46.997724,1786372953776601325,,0,1.786373e+18,,motion,running
21497257966432,47.997616,1786372954776602681,,0,1.786373e+18,,motion,running
21498258087200,48.997737,1786372955776591501,,0,1.786373e+18,,motion,running
