t_recv_ns,t_s,t_stamp_ns,mos_temperature_0,mos_temperature_1,mos_temperature_2,mos_temperature_3,mos_temperature_4,mos_temperature_5,mos_temperature_6,mos_temperature_7,mos_temperature_8,mos_temperature_9,mos_temperature_10,mos_temperature_11,mos_temperature_12,mos_temperature_13,mos_temperature_14,mos_temperature_15,mos_temperature_16,mos_temperature_17,mos_temperature_18,mos_temperature_19,mos_temperature_20,mos_temperature_21,mos_temperature_22,mos_temperature_23,mos_temperature_24,motor_temperature_0,motor_temperature_1,motor_temperature_2,motor_temperature_3,motor_temperature_4,motor_temperature_5,motor_temperature_6,motor_temperature_7,motor_temperature_8,motor_temperature_9,motor_temperature_10,motor_temperature_11,motor_temperature_12,motor_temperature_13,motor_temperature_14,motor_temperature_15,motor_temperature_16,motor_temperature_17,motor_temperature_18,motor_temperature_19,motor_temperature_20,motor_temperature_21,motor_temperature_22,motor_temperature_23,motor_temperature_24,tau_cmd_0,tau_cmd_1,tau_cmd_2,tau_cmd_3,tau_cmd_4,tau_cmd_5,tau_cmd_6,tau_cmd_7,tau_cmd_8,tau_cmd_9,tau_cmd_10,tau_cmd_11,tau_cmd_12,tau_cmd_13,tau_cmd_14,tau_cmd_15,tau_cmd_16,tau_cmd_17,tau_cmd_18,tau_cmd_19,tau_cmd_20,tau_cmd_21,tau_cmd_22,tau_cmd_23,tau_cmd_24
21448388073984,0,0,41.577019,39.681847,38.450447,36.72007,38.46418,39.311058,40.977341,40.034332,38.821243,35.941864,38.725105,38.633553,44.154266,49.684135,43.252464,40.885788,39.471275,38.711372,46.388191,42.76265,41.902039,41.764709,40.139618,46.951248,5124131.7,38.418404,36.349281,35.072098,34.47242,34.985123,35.246048,38.134583,36.820786,35.420006,33.694206,35.552757,34.9897,41.718925,49.075302,41.851685,38.661018,37.837036,36.079193,43.01442,39.974823,38.482491,39.407188,38.029297,43.257042,5124131.7,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-1.6159363,8.2993774,1.5701599,-1.3321228,-0.35247803,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,5124131.7
21448400252416,0.012178432,0,41.581596,39.681847,38.450447,36.715492,38.46418,39.311058,40.972763,40.029755,38.825821,35.941864,38.725105,38.628975,44.149689,49.688713,43.247879,40.867477,39.471275,38.702217,46.379036,42.758072,41.892883,41.769287,40.148773,46.942093,5124151.7,38.445869,36.344704,35.076675,34.49073,34.9897,35.246048,38.143738,36.802475,35.447472,33.685051,35.54818,34.980545,41.732658,49.07988,41.869995,38.647285,37.850769,36.060883,43.000687,39.983978,38.450447,39.3843,38.029297,43.266197,5124151.7,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.45318604,8.1071167,0.64544678,-0.98419189,-0.64544678,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,5124151.7
21448420232640,0.032158656,0,41.577019,39.686424,38.450447,36.724648,38.46418,39.311058,40.972763,40.034332,38.816666,35.941864,38.725105,38.633553,44.149689,49.697868,43.247879,40.872055,39.471275,38.702217,46.388191,42.767227,41.892883,41.764709,40.148773,46.955826,5124171.7,38.418404,36.353859,35.072098,34.49073,34.980545,35.227737,38.143738,36.820786,35.429161,33.689629,35.580223,34.985123,41.741814,49.084457,41.874573,38.651863,37.846191,36.079193,42.986954,39.983978,38.487068,39.416344,38.010986,43.298241,5124171.7,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,0.17852783,7.8233032,0.75531006,-0.85601807,-0.57220459,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,5124171.7
21448440217824,0.05214384,0,41.572441,39.681847,38.450447,36.724648,38.46418,39.301903,40.968185,40.029755,38.825821,35.951019,38.725105,38.624397,44.149689,49.693291,43.243301,40.867477,39.471275,38.706795,46.379036,42.76265,41.897461,41.773865,40.148773,46.955826,5124191.7,38.427559,36.349281,35.072098,34.481575,34.9897,35.22316,38.13916,36.820786,35.433739,33.689629,35.571068,34.998856,41.741814,49.121078,41.902039,38.647285,37.841614,36.079193,42.996109,39.974823,38.477913,39.388878,38.029297,43.26162,5124191.7,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,0.97503662,6.6697083,0.78277588,-0.34332275,-0.48980713,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,5124191.7
21448460395136,0.072321152,0,41.572441,39.686424,38.445869,36.72007,38.455025,39.315636,40.977341,40.034332,38.821243,35.951019,38.720528,38.628975,44.149689,49.707024,43.247879,40.872055,39.466698,38.706795,46.388191,42.76265,41.892883,41.764709,40.153351,46.951248,5124211.7,38.422981,36.353859,35.076675,34.476997,34.980545,35.246048,38.143738,36.825363,35.442894,33.689629,35.561913,34.9897,41.732658,49.09819,41.902039,38.651863,37.850769,36.070038,42.973221,39.970245,38.46418,39.407188,38.024719,43.266197,5124211.7,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,1.2222595,5.9006653,0.69122314,-0.10528564,-0.43487549,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,5124211.7
21448480233216,0.092159232,0,41.577019,39.686424,38.450447,36.729225,38.455025,39.311058,40.977341,40.029755,38.816666,35.946442,38.725105,38.628975,44.149689,49.693291,43.252464,40.872055,39.475853,38.711372,46.379036,42.76265,41.892883,41.764709,40.153351,46.955826,5124231.7,38.418404,36.363014,35.053787,34.495308,34.994278,35.218582,38.134583,36.820786,35.424583,33.689629,35.552757,34.975967,41.741814,49.130234,41.883728,38.665596,37.859924,36.074615,42.986954,39.965668,38.455025,39.402611,38.033875,43.289085,5124231.7,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,1.2863464,5.1133118,0.64544678,-0.022888184,-0.40740967,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,5124231.7
21448500229440,0.11215546,0,41.581596,39.686424,38.450447,36.72007,38.46418,39.311058,40.972763,40.034332,38.825821,35.951019,38.720528,38.628975,44.154266,49.697868,43.243301,40.872055,39.480431,38.702217,46.383614,42.76265,41.888306,41.769287,40.153351,46.951248,5124251.7,38.427559,36.353859,35.072098,34.495308,34.97139,35.24147,38.13916,36.829941,35.429161,33.680473,35.557335,35.021744,41.700615,49.130234,41.902039,38.63813,37.850769,36.079193,43.000687,39.970245,38.496223,39.393456,38.010986,43.27993,5124251.7,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,0.99334717,3.5019531,0.43487549,0.20599365,-0.34332275,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,5124251.7
21448520263968,0.13218998,0,41.577019,39.686424,38.455025,36.72007,38.459602,39.315636,40.972763,40.043488,38.825821,35.946442,38.725105,38.633553,44.149689,49.707024,43.252464,40.872055,39.475853,38.706795,46.379036,42.76265,41.892883,41.760132,40.148773,46.951248,5124271.7,38.413826,36.349281,35.076675,34.499886,34.985123,35.204849,38.130005,36.81163,35.438316,33.675896,35.56649,34.998856,41.741814,49.153122,41.924927,38.661018,37.855347,36.092926,43.005264,39.983978,38.487068,39.411766,38.029297,43.270775,5124271.7,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,0.77362061,2.7328796,0.26092529,0.17852783,-0.31585693,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,5124271.7
21448540230784,0.1521568,0,41.572441,39.686424,38.455025,36.729225,38.46418,39.311058,40.972763,40.025177,38.816666,35.946442,38.729683,38.628975,44.149689,49.702446,43.257042,40.872055,39.471275,38.702217,46.383614,42.758072,41.892883,41.755554,40.148773,46.946671,5124291.7,38.422981,36.353859,35.072098,34.476997,35.003433,35.232315,38.13916,36.825363,35.442894,33.689629,35.534447,34.998856,41.732658,49.162277,41.892883,38.633553,37.846191,36.083771,43.01442,39.970245,38.496223,39.402611,38.033875,43.270775,5124291.7,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,0.4989624,1.1490173,-0.16021729,0.28839111,-0.2243042,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,5124291.7
21448560256064,0.17218208,0,41.577019,39.686424,38.441292,36.733803,38.46418,39.311058,40.972763,40.025177,38.821243,35.941864,38.720528,38.628975,44.149689,49.711601,43.252464,40.872055,39.471275,38.702217,46.379036,42.753494,41.892883,41.769287,40.13504,46.960403,5124311.7,38.450447,36.363014,35.058365,34.486153,34.9897,35.246048,38.13916,36.802475,35.438316,33.689629,35.584801,34.998856,41.728081,49.153122,41.915771,38.647285,37.846191,36.056305,43.009842,39.96109,38.468758,39.402611,38.015564,43.284508,5124311.7,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,0.5355835,0.68206787,-0.80108643,0.39825439,-0.24261475,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,-0.0045776367,5124311.7
