t_recv_ns,t_s,t_stamp_ns,frame_id,hardware_connected,analog_states_0,analog_states_1,analog_states_2,analog_states_3,analog_states_4,analog_states_5,digital_states_0,digital_states_1,digital_states_2,digital_states_3,digital_states_4,digital_states_5,digital_states_6,digital_states_7,digital_states_8,digital_states_9,digital_states_10,digital_states_11
21450040176224,1.6399128,1786372907556511887,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21450060036672,1.6597732,1786372907576532767,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21450080176576,1.6799132,1786372907596531005,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21450100224352,1.6999609,1786372907616524178,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21450120137504,1.7198741,1786372907636507716,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21450140174880,1.7399115,1786372907656511890,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21450160156480,1.7598931,1786372907676505741,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21450180139168,1.7798757,1786372907696512043,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21450200192736,1.7999293,1786372907716532511,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21450220182400,1.819919,1786372907736527499,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21450240170240,1.8399068,1786372907756524324,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21450260143840,1.8598804,1786372907776507767,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21450280152192,1.8798888,1786372907796510544,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21450300160096,1.8998967,1786372907816505459,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21450320146368,1.9198829,1786372907836511529,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21450340180864,1.9399174,1786372907856531860,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21450360143296,1.9598799,1786372907876528103,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21450380147936,1.9798845,1786372907896523564,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21450400159616,1.9998962,1786372907916507278,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21450420158752,2.0198953,1786372907936511482,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21450440138816,2.0398754,1786372907956503867,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21450460008064,2.0597446,1786372907976510297,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21450480151520,2.0798881,1786372907996532242,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21450500170240,2.0999068,1786372908016527382,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21450520160736,2.1198973,1786372908036524677,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21450540140160,2.1398767,1786372908056508165,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21450560131552,2.1598681,1786372908076512527,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21450580113856,2.1798504,1786372908096507515,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21450600159040,2.1998956,1786372908116512045,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21450620183712,2.2199203,1786372908136532693,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
