t_recv_ns,t_s,t_stamp_ns,frame_id,angular_velocity.x,angular_velocity.y,angular_velocity.z,linear_acceleration.x,linear_acceleration.y,linear_acceleration.z,quaternion.w,quaternion.x,quaternion.y,quaternion.z,rpy.x,rpy.y,rpy.z
21331692276192,0,0,,0.0042705762,-0.00018243926,0.0032786358,9.715971,-0.314861,1.377062,0.74853802,-0.11741,-0.644041,-0.105435,-0.2727822,-1.4219122,-0.044575553
21331692347424,7.1232e-05,0,,0.0042705762,-0.00018243926,0.0032786358,9.715971,-0.314861,1.377062,0.74853802,-0.11741,-0.644041,-0.105435,-0.2727822,-1.4219122,-0.044575553
21331693613568,0.001337376,0,,0.0028843834,0.0034528721,0.0032186837,9.7416401,-0.36584401,1.364208,0.74853998,-0.117402,-0.644041,-0.105425,-0.2727778,-1.4219094,-0.044553562
21331701244288,0.008968096,0,,0.0028843834,0.0034528721,0.0032186837,9.7416401,-0.36584401,1.364208,0.74853998,-0.117402,-0.644041,-0.105425,-0.2727778,-1.4219094,-0.044553562
21331701342304,0.009066112,0,,-0.0039639569,0.00049007099,-0.0018845367,9.6865454,-0.30762801,1.356856,0.748541,-0.117402,-0.64403999,-0.105428,-0.27275402,-1.4219066,-0.04458234
21331701388480,0.009112288,0,,-0.0039639569,0.00049007099,-0.0018845367,9.6865454,-0.30762801,1.356856,0.748541,-0.117402,-0.64403999,-0.105428,-0.27275402,-1.4219066,-0.04458234
21331701638624,0.009362432,0,,-0.0039639569,0.00049007099,-0.0018845367,9.6865454,-0.30762801,1.356856,0.748541,-0.117402,-0.64403999,-0.105428,-0.27275402,-1.4219066,-0.04458234
21331703598112,0.01132192,0,,-0.0041895058,0.0023736128,-0.00049761084,9.6608543,-0.42309698,1.355685,0.74853897,-0.117401,-0.64403999,-0.105439,-0.27264912,-1.4219098,-0.044701442
21331705766528,0.013490336,0,,-0.0041895058,0.0023736128,-0.00049761084,9.6608543,-0.42309698,1.355685,0.74853897,-0.117401,-0.64403999,-0.105439,-0.27264912,-1.4219098,-0.044701442
21331707594304,0.015318112,0,,-0.0069768839,-0.0027482478,-4.0631266e-05,9.6803007,-0.3978,1.368461,0.74853402,-0.117416,-0.644041,-0.105453,-0.27269153,-1.4219174,-0.044700447
21331709620192,0.017344,0,,-0.0069768839,-0.0027482478,-4.0631266e-05,9.6803007,-0.3978,1.368461,0.74853402,-0.117416,-0.644041,-0.105453,-0.27269153,-1.4219174,-0.044700447
21331711647040,0.019370848,0,,-0.0069768839,-0.0027482478,-4.0631266e-05,9.6803007,-0.3978,1.368461,0.74853402,-0.117416,-0.644041,-0.105453,-0.27269153,-1.4219174,-0.044700447
21331713643936,0.021367744,0,,-0.0011747985,-0.0009676629,-0.0017023069,9.7326984,-0.44558799,1.3657629,0.74852699,-0.117425,-0.64404601,-0.105462,-0.27271272,-1.4219343,-0.044704043
21331715632608,0.023356416,0,,-0.0011747985,-0.0009676629,-0.0017023069,9.7326984,-0.44558799,1.3657629,0.74852699,-0.117425,-0.64404601,-0.105462,-0.27271272,-1.4219343,-0.044704043
