t_recv_ns,t_s,t_stamp_ns,current_motion_task
21331865531232,0,0,joint_bridge
21332065528064,0.19999683,0,joint_bridge
21332265503392,0.39997216,0,joint_bridge
21332465599456,0.60006822,0,joint_bridge
21332665515552,0.79998432,0,joint_bridge
21332865474752,0.99994352,0,joint_bridge
21333065466336,1.1999351,0,joint_bridge
21333265441120,1.3999099,0,joint_bridge
21333465470880,1.5999396,0,joint_bridge
21333665520480,1.7999892,0,joint_bridge
21333865460288,1.9999291,0,joint_bridge
21334065414080,2.1998828,0,joint_bridge
21334265405024,2.3998738,0,joint_bridge
21334465409248,2.599878,0,joint_bridge
21334665385344,2.7998541,0,joint_bridge
21334865381408,2.9998502,0,joint_bridge
21335065374880,3.1998436,0,joint_bridge
21335265392672,3.3998614,0,joint_bridge
21335465352416,3.5998212,0,joint_bridge
21335665341696,3.7998105,0,joint_bridge
21335865329088,3.9997979,0,joint_bridge
21336065341568,4.1998103,0,joint_bridge
21336265315616,4.3997844,0,joint_bridge
21336465352576,4.5998213,0,joint_bridge
21336665300800,4.7997696,0,joint_bridge
21336865407456,4.9998762,0,joint_bridge
21337065354208,5.199823,0,joint_bridge
21337265301664,5.3997704,0,joint_bridge
21337465239776,5.5997085,0,joint_bridge
21337665232064,5.7997008,0,joint_bridge
21337865230656,5.9996994,0,joint_bridge
21338065236640,6.1997054,0,joint_bridge
21338265209312,6.3996781,0,joint_bridge
21338465214464,6.5996832,0,joint_bridge
21338665207424,6.7996762,0,joint_bridge
21338865192224,6.999661,0,joint_bridge
21339065170112,7.1996389,0,joint_bridge
21339265184224,7.399653,0,joint_bridge
21339465156032,7.5996248,0,joint_bridge
21339665164832,7.7996336,0,joint_bridge
21339865235296,7.9997041,0,joint_bridge
21340065140928,8.1996097,0,joint_bridge
21340265115584,8.3995844,0,joint_bridge
21340465114176,8.5995829,0,joint_bridge
21340665115328,8.7995841,0,joint_bridge
21340865173728,8.9996425,0,joint_bridge
21341065081376,9.1995501,0,joint_bridge
21341265084512,9.3995533,0,joint_bridge
21341465085248,9.599554,0,joint_bridge
21341665046560,9.7995153,0,joint_bridge
21341865043680,9.9995124,0,joint_bridge
21342065042624,10.199511,0,joint_bridge
21342265040384,10.399509,0,joint_bridge
21342465069664,10.599538,0,joint_bridge
21342665009792,10.799479,0,joint_bridge
21342865133056,10.999602,0,joint_bridge
21343064984928,11.199454,0,joint_bridge
21343265041664,11.39951,0,joint_bridge
21343465018112,11.599487,0,joint_bridge
21343664979296,11.799448,0,joint_bridge
21343864950752,11.99942,0,joint_bridge
21344064957152,12.199426,0,joint_bridge
21344264957984,12.399427,0,joint_bridge
21344464911648,12.59938,0,joint_bridge
21344664925376,12.799394,0,joint_bridge
21344864918240,12.999387,0,joint_bridge
21345064922496,13.199391,0,joint_bridge
21345264890080,13.399359,0,joint_bridge
21345464877856,13.599347,0,joint_bridge
21345664911232,13.79938,0,joint_bridge
21345864951744,13.999421,0,joint_bridge
21346064851200,14.19932,0,joint_bridge
21346264850304,14.399319,0,joint_bridge
21346464858208,14.599327,0,joint_bridge
21346664814720,14.799283,0,joint_bridge
21346864805888,14.999275,0,joint_bridge
21347064845056,15.199314,0,joint_bridge
21347264838752,15.399308,0,joint_bridge
21347464787552,15.599256,0,joint_bridge
21347664788704,15.799257,0,joint_bridge
21347864785760,15.999255,0,joint_bridge
21348064764352,16.199233,0,joint_bridge
21348264756256,16.399225,0,joint_bridge
21348464753760,16.599223,0,joint_bridge
21348664739648,16.799208,0,joint_bridge
21348864824416,16.999293,0,joint_bridge
21349064706368,17.199175,0,joint_bridge
21349264702144,17.399171,0,joint_bridge
21349464685760,17.599155,0,joint_bridge
21349664700736,17.79917,0,joint_bridge
21349864682080,17.999151,0,joint_bridge
21350064650656,18.199119,0,joint_bridge
21350264673568,18.399142,0,joint_bridge
21350464648320,18.599117,0,joint_bridge
21350664659840,18.799129,0,joint_bridge
21350864619872,18.999089,0,joint_bridge
21351064622656,19.199091,0,joint_bridge
21351264655360,19.399124,0,joint_bridge
21351464609536,19.599078,0,joint_bridge
21351664606528,19.799075,0,joint_bridge
21351864659968,19.999129,0,joint_bridge
21352064613600,20.199082,0,joint_bridge
21352264556352,20.399025,0,joint_bridge
21352464552448,20.599021,0,joint_bridge
21352664633856,20.799103,0,joint_bridge
21352864538048,20.999007,0,joint_bridge
21353064531840,21.199001,0,joint_bridge
21353264557952,21.399027,0,joint_bridge
21353464528320,21.598997,0,joint_bridge
21353664516224,21.798985,0,joint_bridge
21353864514976,21.998984,0,joint_bridge
21354064499232,22.198968,0,joint_bridge
21354264478144,22.398947,0,joint_bridge
21354464483904,22.598953,0,joint_bridge
21354664470464,22.798939,0,joint_bridge
21354864571360,22.99904,0,joint_bridge
21355064460032,23.198929,0,joint_bridge
21355264423520,23.398892,0,joint_bridge
21355464447584,23.598916,0,joint_bridge
21355664439520,23.798908,0,joint_bridge
21355864414976,23.998884,0,joint_bridge
21356064418272,24.198887,0,joint_bridge
21356264403520,24.398872,0,joint_bridge
21356464427744,24.598897,0,joint_bridge
21356664412384,24.798881,0,joint_bridge
21356864464736,24.998934,0,joint_bridge
21357064370176,25.198839,0,joint_bridge
21357264344512,25.398813,0,joint_bridge
21357464338592,25.598807,0,joint_bridge
21357664301120,25.79877,0,joint_bridge
21357864391072,25.99886,0,joint_bridge
21358064309536,26.198778,0,joint_bridge
21358264332608,26.398801,0,joint_bridge
21358464304448,26.598773,0,joint_bridge
21358664289888,26.798759,0,joint_bridge
21358864299872,26.998769,0,joint_bridge
21359064297376,27.198766,0,joint_bridge
21359264227680,27.398696,0,joint_bridge
21359464232224,27.598701,0,joint_bridge
21359664250528,27.798719,0,joint_bridge
