t_recv_ns,t_s,t_stamp_ns,frame_id,error_code,startup_timestamp,error_message,node_name,node_status
21332265690208,0,1786372789776581160,,0,1.7863728e+18,,motion,running
21333265659328,0.99996912,1786372790776576219,,0,1.7863728e+18,,motion,running
21334265590080,1.9998999,1786372791776575570,,0,1.7863728e+18,,motion,running
21335265440992,2.9997508,1786372792776601703,,0,1.7863728e+18,,motion,running
21336265354848,3.9996646,1786372793776597027,,0,1.7863728e+18,,motion,running
21337265474976,4.9997848,1786372794776592331,,0,1.7863728e+18,,motion,running
21338265415488,5.9997253,1786372795776575873,,0,1.7863728e+18,,motion,running
21339265364096,6.9996739,1786372796776578511,,0,1.7863728e+18,,motion,running
21340265309248,7.999619,1786372797776575081,,0,1.7863728e+18,,motion,running
21341265289088,8.9995989,1786372798776581806,,0,1.7863728e+18,,motion,running
21342265253920,9.9995637,1786372799776601556,,0,1.7863728e+18,,motion,running
21343265031360,10.999341,1786372800776597916,,0,1.7863728e+18,,motion,running
21344265138048,11.999448,1786372801776593365,,0,1.7863728e+18,,motion,running
21345265074880,12.999385,1786372802776574592,,0,1.7863728e+18,,motion,running
21346265059776,13.99937,1786372803776580143,,0,1.7863728e+18,,motion,running
21347264993888,14.999304,1786372804776577356,,0,1.7863728e+18,,motion,running
21348264927936,15.999238,1786372805776578423,,0,1.7863728e+18,,motion,running
21349264880352,16.99919,1786372806776600748,,0,1.7863728e+18,,motion,running
21350264821280,17.999131,1786372807776596274,,0,1.7863728e+18,,motion,running
21351264856288,18.999166,1786372808776591668,,0,1.7863728e+18,,motion,running
21352264754784,19.999065,1786372809776575193,,0,1.7863728e+18,,motion,running
21353264708672,20.999018,1786372810776583155,,0,1.7863728e+18,,motion,running
21354264679424,21.998989,1786372811776575474,,0,1.7863728e+18,,motion,running
21355264591584,22.998901,1786372812776572602,,0,1.7863728e+18,,motion,running
21356264594176,23.998904,1786372813776601237,,0,1.7863728e+18,,motion,running
21357264506080,24.998816,1786372814776597816,,0,1.7863728e+18,,motion,running
21358264518880,25.998829,1786372815776592367,,0,1.7863728e+18,,motion,running
21359264444512,26.998754,1786372816776575042,,0,1.7863728e+18,,motion,running
21360264401760,27.998712,1786372817776580776,,0,1.7863728e+18,,motion,running
21361264393312,28.998703,1786372818776684307,,0,1.7863728e+18,,motion,running
21362264316672,29.998626,1786372819776579385,,0,1.7863728e+18,,motion,running
21363264143872,30.998454,1786372820776602149,,0,1.7863728e+18,,motion,running
21364264183552,31.998493,1786372821776596867,,0,1.7863728e+18,,motion,running
21365264171776,32.998482,1786372822776591484,,0,1.7863728e+18,,motion,running
21366264105824,33.998416,1786372823776575745,,0,1.7863728e+18,,motion,running
21367264089376,34.998399,1786372824776578134,,0,1.7863728e+18,,motion,running
21368263869056,35.998179,1786372825776575270,,0,1.7863728e+18,,motion,running
21369263964384,36.998274,1786372826776586078,,0,1.7863728e+18,,motion,running
21370263919456,37.998229,1786372827776602252,,0,1.7863728e+18,,motion,running
21371263889280,38.998199,1786372828776598534,,0,1.7863728e+18,,motion,running
21372263810048,39.99812,1786372829776704896,,0,1.7863728e+18,,motion,running
21373263830208,40.99814,1786372830776573165,,0,1.7863728e+18,,motion,running
21374263762208,41.998072,1786372831776580025,,0,1.7863728e+18,,motion,running
21375263713824,42.998024,1786372832776575038,,0,1.7863728e+18,,motion,running
21376263669408,43.997979,1786372833776578756,,0,1.7863728e+18,,motion,running
21377263593728,44.997904,1786372834776601879,,0,1.7863728e+18,,motion,running
21378263550912,45.997861,1786372835776597283,,0,1.7863728e+18,,motion,running
21379263522304,46.997832,1786372836776598197,,0,1.7863728e+18,,motion,running
21380263512832,47.997823,1786372837776576093,,0,1.7863728e+18,,motion,running
21381263440800,48.997751,1786372838776580422,,0,1.7863728e+18,,motion,running
21382263372448,49.997682,1786372839776574902,,0,1.7863728e+18,,motion,running
21383263354272,50.997664,1786372840776580136,,0,1.7863728e+18,,motion,running
21384263156224,51.997466,1786372841776602215,,0,1.7863728e+18,,motion,running
21385263067744,52.997378,1786372842776597394,,0,1.7863728e+18,,motion,running
21386263217632,53.997527,1786372843776592390,,0,1.7863728e+18,,motion,running
21387263147040,54.997457,1786372844776575027,,0,1.7863728e+18,,motion,running
21388263121280,55.997431,1786372845776579910,,0,1.7863728e+18,,motion,running
21389263064800,56.997375,1786372846776575183,,0,1.7863728e+18,,motion,running
21390263006656,57.997316,1786372847776579752,,0,1.7863728e+18,,motion,running
21391262950944,58.997261,1786372848776602003,,0,1.7863728e+18,,motion,running
21392262760160,59.99707,1786372849776599730,,0,1.7863728e+18,,motion,running
21393262908000,60.997218,1786372850776591753,,0,1.7863729e+18,,motion,running
21394262804896,61.997115,1786372851776576266,,0,1.7863729e+18,,motion,running
21395262778176,62.997088,1786372852776579901,,0,1.7863729e+18,,motion,running
21396262716384,63.997026,1786372853776576089,,0,1.7863729e+18,,motion,running
21397262691392,64.997001,1786372854776580214,,0,1.7863729e+18,,motion,running
21398262614784,65.996925,1786372855776609985,,0,1.7863729e+18,,motion,running
