t_recv_ns,t_s,t_stamp_ns,frame_id,hardware_connected,analog_states_0,analog_states_1,analog_states_2,analog_states_3,analog_states_4,analog_states_5,digital_states_0,digital_states_1,digital_states_2,digital_states_3,digital_states_4,digital_states_5,digital_states_6,digital_states_7,digital_states_8,digital_states_9,digital_states_10,digital_states_11
21331705673440,0,1786372789216512459,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21331725584800,0.01991136,1786372789236505078,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21331745668672,0.039995232,1786372789256511745,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21331765656544,0.059983104,1786372789276533257,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21331785653728,0.079980288,1786372789296527186,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21331805593280,0.09991984,1786372789316523380,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21331825631584,0.11995814,1786372789336505704,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21331845633600,0.13996016,1786372789356511486,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21331865549152,0.15987571,1786372789376506284,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21331887425184,0.18175174,1786372789396509426,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21331905609824,0.19993638,1786372789416532513,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21331925635968,0.21996253,1786372789436527263,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21331945618656,0.23994522,1786372789456524249,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21331965564288,0.25989085,1786372789476507717,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21331985597376,0.27992394,1786372789496511450,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21332005651232,0.29997779,1786372789516504425,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21332025561888,0.31988845,1786372789536511018,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21332045587712,0.33991427,1786372789556532205,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21332065477312,0.35980387,1786372789576528515,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21332085633984,0.37996054,1786372789596526400,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21332105609952,0.39993651,1786372789616507426,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21332125568064,0.41989462,1786372789636511659,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21332145558112,0.43988467,1786372789656504598,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21332165579616,0.45990618,1786372789676511209,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21332185632704,0.47995926,1786372789696531903,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21332205663520,0.49999008,1786372789716527052,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21332225559936,0.5198865,1786372789736523508,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21332245565664,0.53989222,1786372789756507512,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21332265512736,0.5598393,1786372789776512654,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21332285606272,0.57993283,1786372789796504738,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21332305635744,0.5999623,1786372789816514082,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
