t_recv_ns,t_s,t_stamp_ns,current_motion_task
21127275029056,59.997232,0,joint_bridge
21127474982048,60.197185,0,joint_bridge
21127675017536,60.39722,0,joint_bridge
21127875020000,60.597222,0,joint_bridge
21128074983808,60.797186,0,joint_bridge
21128274974304,60.997177,0,joint_bridge
21128474980768,61.197183,0,joint_bridge
21128675010144,61.397213,0,joint_bridge
21128874942304,61.597145,0,joint_bridge
21129074957664,61.79716,0,joint_bridge
21129274996864,61.997199,0,joint_bridge
21129474924960,62.197127,0,joint_bridge
21129674899040,62.397102,0,joint_bridge
21129874912608,62.597115,0,joint_bridge
21130074918336,62.797121,0,joint_bridge
21130274862688,62.997065,0,joint_bridge
21130474872800,63.197075,0,joint_bridge
21130674837792,63.39704,0,joint_bridge
21130874874304,63.597077,0,joint_bridge
21131074842016,63.797045,0,joint_bridge
21131274841408,63.997044,0,joint_bridge
21131474834176,64.197037,0,joint_bridge
21131674778304,64.396981,0,joint_bridge
21131874795424,64.596998,0,joint_bridge
21132074781792,64.796984,0,joint_bridge
21132274836576,64.997039,0,joint_bridge
21132474738880,65.196941,0,joint_bridge
21132674743328,65.396946,0,joint_bridge
21132874758944,65.596961,0,joint_bridge
21133074720448,65.796923,0,joint_bridge
21133274714720,65.996917,0,joint_bridge
21133474785440,66.196988,0,joint_bridge
21133674697152,66.3969,0,joint_bridge
21133874681024,66.596884,0,joint_bridge
21134074696928,66.796899,0,joint_bridge
21134274698176,66.996901,0,joint_bridge
21134474660992,67.196863,0,joint_bridge
21134674666048,67.396869,0,joint_bridge
21134874669760,67.596872,0,joint_bridge
21135074630784,67.796833,0,joint_bridge
21135274685760,67.996888,0,joint_bridge
21135474627776,68.19683,0,joint_bridge
21135674631648,68.396834,0,joint_bridge
21135874590368,68.596793,0,joint_bridge
21136074601632,68.796804,0,joint_bridge
21136274573024,68.996776,0,joint_bridge
21136474566464,69.196769,0,joint_bridge
21136674569376,69.396772,0,joint_bridge
21136874555168,69.596758,0,joint_bridge
21137074574080,69.796777,0,joint_bridge
21137274525248,69.996728,0,joint_bridge
21137474518368,70.196721,0,joint_bridge
21137674498656,70.396701,0,joint_bridge
21137874520160,70.596723,0,joint_bridge
21138074497120,70.7967,0,joint_bridge
21138274552384,70.996755,0,joint_bridge
21138474502400,71.196705,0,joint_bridge
21138674453088,71.396656,0,joint_bridge
21138874474560,71.596677,0,joint_bridge
21139074447616,71.79665,0,joint_bridge
21139274469664,71.996672,0,joint_bridge
21139474440448,72.196643,0,joint_bridge
21139674422400,72.396625,0,joint_bridge
21139874445792,72.596648,0,joint_bridge
21140074414592,72.796617,0,joint_bridge
21140274384352,72.996587,0,joint_bridge
21140474393152,73.196596,0,joint_bridge
21140674407232,73.39661,0,joint_bridge
21140874378624,73.596581,0,joint_bridge
21141074413600,73.796616,0,joint_bridge
21141274408128,73.996611,0,joint_bridge
21141474334592,74.196537,0,joint_bridge
21141674357312,74.39656,0,joint_bridge
21141874352832,74.596555,0,joint_bridge
21142074340800,74.796543,0,joint_bridge
21142274389280,74.996592,0,joint_bridge
21142474352320,75.196555,0,joint_bridge
21142674350368,75.396553,0,joint_bridge
21142874289248,75.596492,0,joint_bridge
21143074269632,75.796472,0,joint_bridge
21143274259808,75.996462,0,joint_bridge
21143474336608,76.196539,0,joint_bridge
21143674271200,76.396474,0,joint_bridge
21143874292960,76.596495,0,joint_bridge
21144074305184,76.796508,0,joint_bridge
21144274329472,76.996532,0,joint_bridge
21144474239776,77.196442,0,joint_bridge
21144674209888,77.396412,0,joint_bridge
